"chr"	"start"	"end"	"strand"	"pvalue"	"qvalue"	"meth.diff"
"83894"	"PGA_scaffold32__48_contigs__length_8091588"	2751399	2751399	"+"	3.47337059681661e-12	1.7497240287844e-10	27.8580926935793
"83993"	"PGA_scaffold32__48_contigs__length_8091588"	2864919	2864919	"+"	2.62965085478633e-20	5.12130396636307e-18	38.3680032157572
"84046"	"PGA_scaffold32__48_contigs__length_8091588"	2887179	2887179	"+"	2.01877023942533e-12	1.05953644358129e-10	27.3568165515158
"84211"	"PGA_scaffold32__48_contigs__length_8091588"	2914612	2914612	"+"	6.16216176370396e-32	6.05930223702493e-29	38.6284133033989
"84212"	"PGA_scaffold32__48_contigs__length_8091588"	2914617	2914617	"+"	6.76033111310428e-19	1.09361880822247e-16	-27.8108958436827
"84291"	"PGA_scaffold32__48_contigs__length_8091588"	2927134	2927134	"+"	3.26522509436645e-24	1.14109268492173e-21	35.5034462091699
"84339"	"PGA_scaffold32__48_contigs__length_8091588"	2940394	2940394	"+"	4.64787928021178e-25	1.83531585078119e-22	-33.3314998166483
"84563"	"PGA_scaffold32__48_contigs__length_8091588"	3474465	3474465	"+"	7.44026682802725e-20	1.37937051426814e-17	-37.1333894523056
"84564"	"PGA_scaffold32__48_contigs__length_8091588"	3474489	3474489	"+"	4.77499429703082e-20	9.03621759056459e-18	37.2441520467836
"84652"	"PGA_scaffold32__48_contigs__length_8091588"	3944935	3944935	"+"	4.50684547873757e-19	7.49626703032519e-17	25.3156523030802
"84691"	"PGA_scaffold32__48_contigs__length_8091588"	4039303	4039303	"+"	9.98687598128054e-14	6.76338781496218e-12	27.5649350649351
"84718"	"PGA_scaffold32__48_contigs__length_8091588"	4047785	4047785	"+"	1.51104798599597e-11	6.56078746215913e-10	32.2336451687548
"84895"	"PGA_scaffold32__48_contigs__length_8091588"	4570331	4570331	"+"	7.37707984909352e-08	1.35936424446602e-06	27.9181006824943
"85057"	"PGA_scaffold32__48_contigs__length_8091588"	5106902	5106902	"+"	3.22364616832477e-07	5.02444976266929e-06	25.5480159727458
"85079"	"PGA_scaffold32__48_contigs__length_8091588"	5611765	5611765	"+"	1.03881593907652e-14	8.34191689072608e-13	-32.9328998365203
"85579"	"PGA_scaffold32__48_contigs__length_8091588"	6820009	6820009	"+"	4.76046589359839e-13	2.84034724063533e-11	-25.6253168835558
"85582"	"PGA_scaffold32__48_contigs__length_8091588"	6820097	6820097	"+"	1.37502592009425e-16	1.53747525388763e-14	25.6469174646038
"85775"	"PGA_scaffold32__48_contigs__length_8091588"	7215637	7215637	"+"	1.18740284509322e-15	1.12777862607045e-13	26.4341085271318
"85927"	"PGA_scaffold32__48_contigs__length_8091588"	7336695	7336695	"+"	2.48145797240108e-25	1.01172273523249e-22	32.781954887218
"85983"	"PGA_scaffold32__48_contigs__length_8091588"	7349130	7349130	"+"	1.06372040480967e-21	2.49855726527442e-19	27.5082797584259
"86320"	"PGA_scaffold32__48_contigs__length_8091588"	7496252	7496252	"+"	8.63177683132852e-23	2.43186743943357e-20	-27.4118410189881
"86399"	"PGA_scaffold32__48_contigs__length_8091588"	7514343	7514343	"+"	4.31846390316117e-13	2.58739975465504e-11	-26.9378500933582
"86420"	"PGA_scaffold32__48_contigs__length_8091588"	7554596	7554596	"+"	1.44671556045025e-39	3.45414040415381e-36	-37.7670517486944
"86446"	"PGA_scaffold33__68_contigs__length_5591008"	78216	78216	"+"	7.9523658845363e-21	1.69702479616694e-18	-41.219119226638
"86581"	"PGA_scaffold33__68_contigs__length_5591008"	557794	557794	"+"	1.46887105596868e-16	1.63511602423691e-14	-27.4008702580131
"86592"	"PGA_scaffold33__68_contigs__length_5591008"	558072	558072	"+"	3.71504458352262e-09	9.49807105841655e-08	-31.4036799085068
"86600"	"PGA_scaffold33__68_contigs__length_5591008"	558393	558393	"+"	2.2797182369041e-20	4.49213793919542e-18	-27.9616683311932
"86641"	"PGA_scaffold33__68_contigs__length_5591008"	609056	609056	"+"	1.08777033334163e-21	2.53722187503093e-19	-30.8528309889022
"86652"	"PGA_scaffold33__68_contigs__length_5591008"	609205	609205	"+"	2.9687095651554e-43	1.02673745770691e-39	33.9710144927536
"86736"	"PGA_scaffold33__68_contigs__length_5591008"	785991	785991	"+"	1.51727107149558e-23	4.84644425785376e-21	25.1902173913043
"86840"	"PGA_scaffold33__68_contigs__length_5591008"	924831	924831	"+"	2.24696094798197e-24	8.04872678795559e-22	25.5835463064379
"86897"	"PGA_scaffold33__68_contigs__length_5591008"	960514	960514	"+"	8.05526420142402e-12	3.72142831995589e-10	-28.3848821572652
"86984"	"PGA_scaffold33__68_contigs__length_5591008"	978949	978949	"+"	1.02986270555977e-13	6.95572766906880e-12	26.5275109859748
"86992"	"PGA_scaffold33__68_contigs__length_5591008"	979207	979207	"+"	1.23641863672434e-16	1.39650427444399e-14	-26.9392322786363
"87034"	"PGA_scaffold33__68_contigs__length_5591008"	1033634	1033634	"+"	2.97580993574663e-33	3.47053501712823e-30	52.5007964319847
"87112"	"PGA_scaffold33__68_contigs__length_5591008"	1084590	1084590	"+"	2.49772744069019e-13	1.55987284123105e-11	31.6163465902866
"87115"	"PGA_scaffold33__68_contigs__length_5591008"	1084659	1084659	"+"	3.07542997795157e-08	6.22895078951087e-07	-26.0017774266812
"87169"	"PGA_scaffold33__68_contigs__length_5591008"	1089657	1089657	"+"	3.36569059019856e-16	3.49813501554539e-14	34.6330935251799
"87321"	"PGA_scaffold33__68_contigs__length_5591008"	1299578	1299578	"+"	1.2687918648603e-46	4.71320482641003e-43	-67.5531914893617
"87333"	"PGA_scaffold33__68_contigs__length_5591008"	1345154	1345154	"+"	2.19597380502417e-09	5.90483839100944e-08	-25.1354279523294
"87368"	"PGA_scaffold33__68_contigs__length_5591008"	1364160	1364160	"+"	4.49245533912599e-20	8.51761074256688e-18	38.3994722419568
"87395"	"PGA_scaffold33__68_contigs__length_5591008"	1385988	1385988	"+"	8.50043099728311e-21	1.80247603013124e-18	-30.3164544583309
"87739"	"PGA_scaffold33__68_contigs__length_5591008"	1454938	1454938	"+"	2.87779950452593e-16	3.05434729791229e-14	-32.4321161048689
"87826"	"PGA_scaffold33__68_contigs__length_5591008"	1467613	1467613	"+"	6.0659191787245e-13	3.54956795067074e-11	28.8059315660839
"88101"	"PGA_scaffold33__68_contigs__length_5591008"	2338553	2338553	"+"	6.10907757614995e-23	1.76577700855701e-20	26.1406278685515
"88104"	"PGA_scaffold33__68_contigs__length_5591008"	2338754	2338754	"+"	5.8307539952405e-15	4.84916657811638e-13	-33.4808075772682
"88123"	"PGA_scaffold33__68_contigs__length_5591008"	2430235	2430235	"+"	2.88832475852175e-06	3.40453020690278e-05	-26.2032085561497
"88147"	"PGA_scaffold33__68_contigs__length_5591008"	2941565	2941565	"+"	1.05993718059535e-09	3.07517927855417e-08	29.8701298701299
"88226"	"PGA_scaffold33__68_contigs__length_5591008"	3000916	3000916	"+"	2.88271898338619e-10	9.47964690529923e-09	32.3931623931624
"88264"	"PGA_scaffold33__68_contigs__length_5591008"	3011659	3011659	"+"	3.21727048413144e-16	3.36479538742645e-14	27.4812759308152
"88290"	"PGA_scaffold33__68_contigs__length_5591008"	3016515	3016515	"+"	1.68969778720294e-17	2.20667059465195e-15	-27.1773479964606
"88326"	"PGA_scaffold33__68_contigs__length_5591008"	3062700	3062700	"+"	1.1267018004503e-19	2.0361309137444e-17	37.7507666751853
"88342"	"PGA_scaffold33__68_contigs__length_5591008"	3092123	3092123	"+"	5.03353296095884e-17	6.11198897259055e-15	29.6889763169715
"88360"	"PGA_scaffold33__68_contigs__length_5591008"	3127659	3127659	"+"	1.17168793532418e-12	6.42521915027202e-11	-26.1619994556255
"88365"	"PGA_scaffold33__68_contigs__length_5591008"	3127995	3127995	"+"	3.89538200452763e-27	2.03487866041576e-24	32.941662409374
"88366"	"PGA_scaffold33__68_contigs__length_5591008"	3128001	3128001	"+"	1.00966042402772e-30	8.65524098224902e-28	35.3850837138508
"88651"	"PGA_scaffold33__68_contigs__length_5591008"	3585156	3585156	"+"	2.01772223016355e-15	1.82481786979277e-13	-25.1173228212086
"88686"	"PGA_scaffold33__68_contigs__length_5591008"	3587460	3587460	"+"	1.80669960721182e-11	7.73398550935395e-10	28.7039588500046
"88751"	"PGA_scaffold33__68_contigs__length_5591008"	3648839	3648839	"+"	2.91334891463681e-14	2.16927493097253e-12	27.9732782861694
"88790"	"PGA_scaffold33__68_contigs__length_5591008"	3670119	3670119	"+"	3.6344214146559e-10	1.17360925009285e-08	28.7659574468085
"88937"	"PGA_scaffold33__68_contigs__length_5591008"	3725305	3725305	"+"	6.00601450734913e-08	1.13103203852069e-06	-26.5237984315552
"88989"	"PGA_scaffold33__68_contigs__length_5591008"	3745032	3745032	"+"	2.53068519002411e-08	5.26599906645049e-07	-26.8038249782672
"89179"	"PGA_scaffold33__68_contigs__length_5591008"	3885404	3885404	"+"	3.55594928164103e-23	1.06463427417294e-20	33.0745341614907
"89237"	"PGA_scaffold33__68_contigs__length_5591008"	3893690	3893690	"+"	8.79109224790125e-20	1.61487862846925e-17	31.6838796587337
"89392"	"PGA_scaffold33__68_contigs__length_5591008"	3966720	3966720	"+"	1.11231626577648e-29	8.45169954009823e-27	-42.335092348285
"89393"	"PGA_scaffold33__68_contigs__length_5591008"	3966723	3966723	"+"	1.39937639602565e-28	9.05508514817988e-26	-40.3344671201814
"89426"	"PGA_scaffold33__68_contigs__length_5591008"	4000381	4000381	"+"	2.89686613447745e-30	2.34313026726329e-27	-39.3726670009471
"89441"	"PGA_scaffold33__68_contigs__length_5591008"	4001054	4001054	"+"	6.94378537874443e-17	8.18382664749445e-15	26.7709994683679
"89447"	"PGA_scaffold33__68_contigs__length_5591008"	4001890	4001890	"+"	1.92573951387951e-13	1.22554996256436e-11	-25.9912060112334
"89459"	"PGA_scaffold33__68_contigs__length_5591008"	4002202	4002202	"+"	1.05690475435824e-21	2.4883756615045e-19	30.867288213628
"89572"	"PGA_scaffold33__68_contigs__length_5591008"	4017601	4017601	"+"	3.89755499659805e-11	1.55495086819208e-09	25.7513661202186
"89651"	"PGA_scaffold33__68_contigs__length_5591008"	4176620	4176620	"+"	3.19365865310738e-14	2.35699538114674e-12	28.7937614070018
"89828"	"PGA_scaffold33__68_contigs__length_5591008"	4503433	4503433	"+"	3.46722897250906e-16	3.59520354553747e-14	31.455738583099
"89912"	"PGA_scaffold33__68_contigs__length_5591008"	4558817	4558817	"+"	6.08951804108172e-17	7.24511092974734e-15	-25.9857457827001
"90005"	"PGA_scaffold33__68_contigs__length_5591008"	4746674	4746674	"+"	3.83533362924658e-07	5.84877613869989e-06	-26.2140652915381
"90081"	"PGA_scaffold33__68_contigs__length_5591008"	4881924	4881924	"+"	5.63480686928489e-27	2.83998241838346e-24	29.8879904723003
"90208"	"PGA_scaffold33__68_contigs__length_5591008"	4995212	4995212	"+"	7.21807421933379e-12	3.37980441816127e-10	25.9699174054709
"90239"	"PGA_scaffold33__68_contigs__length_5591008"	4996167	4996167	"+"	1.84402387467469e-28	1.17803062177324e-25	-25.9094307845315
"90264"	"PGA_scaffold33__68_contigs__length_5591008"	4996868	4996868	"+"	1.23948217114295e-20	2.55795975555559e-18	-39.3161944276673
"90535"	"PGA_scaffold33__68_contigs__length_5591008"	5139368	5139368	"+"	6.20506223754481e-13	3.61832345543537e-11	-28.6180124223603
"90647"	"PGA_scaffold33__68_contigs__length_5591008"	5285971	5285971	"+"	3.609527592326e-29	2.53165207917837e-26	-42.2628869053536
"91058"	"PGA_scaffold34__18_contigs__length_2048619"	57805	57805	"+"	5.16742616175385e-19	8.54167735008184e-17	-34.4736703389384
"91070"	"PGA_scaffold34__18_contigs__length_2048619"	161515	161515	"+"	2.94140434732353e-06	3.45856061277501e-05	30.3822629969419
"91074"	"PGA_scaffold34__18_contigs__length_2048619"	161691	161691	"+"	1.10991135622947e-11	4.96305072424342e-10	30.5707980436598
"91246"	"PGA_scaffold34__18_contigs__length_2048619"	351031	351031	"+"	7.91378702586637e-16	7.82002260909384e-14	28.0908500206746
"91247"	"PGA_scaffold34__18_contigs__length_2048619"	351041	351041	"+"	4.79189680684763e-42	1.4564085156252e-38	44.8813554767279
"91296"	"PGA_scaffold34__18_contigs__length_2048619"	410569	410569	"+"	8.67537888731868e-18	1.18383398838774e-15	-31.6527010728115
"91457"	"PGA_scaffold34__18_contigs__length_2048619"	487192	487192	"+"	1.14625386894329e-15	1.09387523716728e-13	25.2216591032054
"91529"	"PGA_scaffold34__18_contigs__length_2048619"	491375	491375	"+"	3.15754777911896e-09	8.20025492954878e-08	28.298961532836
"91574"	"PGA_scaffold34__18_contigs__length_2048619"	546970	546970	"+"	1.17443790058866e-19	2.11477688753509e-17	26.6481244148738
"91613"	"PGA_scaffold34__18_contigs__length_2048619"	637137	637137	"+"	6.65309372693365e-19	1.07944260942239e-16	-34.7057447057447
"91648"	"PGA_scaffold34__18_contigs__length_2048619"	685056	685056	"+"	2.5413060301282e-08	5.28481023624471e-07	25.8333333333333
"91723"	"PGA_scaffold34__18_contigs__length_2048619"	784353	784353	"+"	3.40801611661148e-31	3.10741063112718e-28	36.2156853389318
"91782"	"PGA_scaffold34__18_contigs__length_2048619"	808620	808620	"+"	5.88630228945051e-14	4.13431960104322e-12	26.805650489861
"91898"	"PGA_scaffold34__18_contigs__length_2048619"	871492	871492	"+"	5.14445424003908e-24	1.74906917112057e-21	39.5495951417004
"92003"	"PGA_scaffold34__18_contigs__length_2048619"	912000	912000	"+"	3.16175861322371e-09	8.20851162684871e-08	-28.4327512793469
"92032"	"PGA_scaffold34__18_contigs__length_2048619"	917313	917313	"+"	1.31983939161873e-12	7.18656160312835e-11	-26.3706088438595
"92274"	"PGA_scaffold34__18_contigs__length_2048619"	1071653	1071653	"+"	5.37255648492498e-17	6.46882915364241e-15	27.0476783651069
"92283"	"PGA_scaffold34__18_contigs__length_2048619"	1072005	1072005	"+"	1.19486719400048e-17	1.59152825672363e-15	37.353783355672
"92440"	"PGA_scaffold34__18_contigs__length_2048619"	1199275	1199275	"+"	1.30613160312197e-14	1.02815109185051e-12	-29.4829760403531
"92501"	"PGA_scaffold34__18_contigs__length_2048619"	1228720	1228720	"+"	9.35239846471534e-08	1.68345528995407e-06	27.81251897274
"92509"	"PGA_scaffold34__18_contigs__length_2048619"	1251994	1251994	"+"	1.40320598810016e-09	3.94555418952608e-08	26.1685116851168
"92601"	"PGA_scaffold34__18_contigs__length_2048619"	1274614	1274614	"+"	1.46998835855903e-21	3.39714323348122e-19	-47.6190476190476
"92621"	"PGA_scaffold34__18_contigs__length_2048619"	1280320	1280320	"+"	5.4308455927716e-18	7.69349879518727e-16	-37.7765558286971
"92716"	"PGA_scaffold34__18_contigs__length_2048619"	1434621	1434621	"+"	3.89969016463451e-13	2.35761784252403e-11	38.1110120185162
"92769"	"PGA_scaffold34__18_contigs__length_2048619"	1514063	1514063	"+"	1.41840787570136e-22	3.84493588657594e-20	-28.2550008131404
"92918"	"PGA_scaffold34__18_contigs__length_2048619"	1827836	1827836	"+"	1.27832082481415e-10	4.52247831603692e-09	-27.6160667709964
"92924"	"PGA_scaffold34__18_contigs__length_2048619"	1828066	1828066	"+"	7.30008124167827e-20	1.35588740337848e-17	-32.9181255049825
"92926"	"PGA_scaffold34__18_contigs__length_2048619"	1828095	1828095	"+"	1.48833161958948e-15	1.38346429838809e-13	32.212389380531
"92952"	"PGA_scaffold34__18_contigs__length_2048619"	1828754	1828754	"+"	1.40941718664304e-31	1.35923927913679e-28	-43.2019890234234
"92960"	"PGA_scaffold34__18_contigs__length_2048619"	1828884	1828884	"+"	6.45868949109609e-16	6.45852232761689e-14	26.4900662251656
"92969"	"PGA_scaffold34__18_contigs__length_2048619"	1829399	1829399	"+"	1.10616885537833e-15	1.05965486747652e-13	-36.2939742250087
"93009"	"PGA_scaffold34__18_contigs__length_2048619"	1839145	1839145	"+"	7.72478716360321e-12	3.58195145295439e-10	26.1436370481928
"93096"	"PGA_scaffold34__18_contigs__length_2048619"	1869737	1869737	"+"	1.76619317842338e-12	9.38763067460176e-11	26.3828398988663
"93122"	"PGA_scaffold34__18_contigs__length_2048619"	1873231	1873231	"+"	1.76558577509529e-27	9.83798165848454e-25	28.172864223112
"93137"	"PGA_scaffold34__18_contigs__length_2048619"	1974045	1974045	"+"	9.29797198058662e-49	5.18090251385139e-45	-57.0350186698961
"93170"	"PGA_scaffold34__18_contigs__length_2048619"	1976600	1976600	"+"	9.76040286875874e-12	4.41502331249588e-10	36.0085695451549
"93182"	"PGA_scaffold34__18_contigs__length_2048619"	1984719	1984719	"+"	5.89871895834993e-06	6.32890670396248e-05	-28.7419651056015
"93255"	"PGA_scaffold35__36_contigs__length_7416912"	470242	470242	"+"	2.31331260593674e-20	4.54049411172988e-18	30.3879639906277
"93348"	"PGA_scaffold35__36_contigs__length_7416912"	521965	521965	"+"	2.66515994892938e-14	1.99633027804385e-12	26.4688195321426
"93364"	"PGA_scaffold35__36_contigs__length_7416912"	572713	572713	"+"	2.57931637617393e-19	4.41465421039499e-17	31.8100794036623
"93365"	"PGA_scaffold35__36_contigs__length_7416912"	572728	572728	"+"	1.63374001152313e-14	1.26827863655593e-12	30.3192564154375
"93403"	"PGA_scaffold35__36_contigs__length_7416912"	876857	876857	"+"	3.97531304246014e-18	5.83768050375858e-16	-28.2663560473694
"93445"	"PGA_scaffold35__36_contigs__length_7416912"	889422	889422	"+"	3.75340663945544e-07	5.73692383793654e-06	-27.2036474164134
"93486"	"PGA_scaffold35__36_contigs__length_7416912"	894596	894596	"+"	2.21211820100318e-30	1.83363399166238e-27	-26.4715753031467
"93503"	"PGA_scaffold35__36_contigs__length_7416912"	895863	895863	"+"	4.06153587417061e-27	2.08903335690402e-24	25.3119020283199
"93652"	"PGA_scaffold35__36_contigs__length_7416912"	1167469	1167469	"+"	2.21405633011502e-14	1.68103029757577e-12	26.9971813583536
"93741"	"PGA_scaffold35__36_contigs__length_7416912"	1579500	1579500	"+"	1.89434184308085e-26	8.5971750781051e-24	26.3570038910506
"93756"	"PGA_scaffold35__36_contigs__length_7416912"	1580296	1580296	"+"	1.11862840592816e-13	7.47471853434041e-12	25.7339843668141
"93868"	"PGA_scaffold35__36_contigs__length_7416912"	2467221	2467221	"+"	1.95749722895962e-14	1.50445893088838e-12	33.2980713410308
"93940"	"PGA_scaffold35__36_contigs__length_7416912"	2630350	2630350	"+"	3.93287978186472e-28	2.43492365755568e-25	27.9343235765254
"94167"	"PGA_scaffold35__36_contigs__length_7416912"	3790219	3790219	"+"	3.83429443637748e-17	4.76542476202261e-15	27.4772970400147
"94203"	"PGA_scaffold35__36_contigs__length_7416912"	3793661	3793661	"+"	6.25018312605174e-28	3.77634513248967e-25	-25.1483549754424
"94270"	"PGA_scaffold35__36_contigs__length_7416912"	3798179	3798179	"+"	1.40793569266415e-15	1.31238192407103e-13	-37.5329588444342
"94277"	"PGA_scaffold35__36_contigs__length_7416912"	3798263	3798263	"+"	1.59190923084143e-23	5.05266972535921e-21	-29.6873380191163
"94443"	"PGA_scaffold35__36_contigs__length_7416912"	5365611	5365611	"+"	9.37758328310678e-24	3.04384226365145e-21	27.5518511339407
"94926"	"PGA_scaffold35__36_contigs__length_7416912"	6837241	6837241	"+"	9.09387623700025e-20	1.66440178692672e-17	31.4166666666667
"95021"	"PGA_scaffold35__36_contigs__length_7416912"	6884822	6884822	"+"	1.46409787114355e-24	5.39872116679336e-22	-29.7217639942813
"95170"	"PGA_scaffold35__36_contigs__length_7416912"	7015874	7015874	"+"	2.86270811025771e-21	6.38049315520574e-19	-33.6270726874544
"95183"	"PGA_scaffold35__36_contigs__length_7416912"	7017451	7017451	"+"	1.53763378361733e-25	6.42586153590175e-23	33.3282027602483
"95290"	"PGA_scaffold35__36_contigs__length_7416912"	7376473	7376473	"+"	1.45600310267372e-08	3.21376169614762e-07	29.3765903307888
"95439"	"PGA_scaffold36__50_contigs__length_8312113"	1359614	1359614	"+"	7.00152238094428e-27	3.44232607421322e-24	29.3356579855436
"95639"	"PGA_scaffold36__50_contigs__length_8312113"	2303938	2303938	"+"	2.38467313106416e-13	1.49766139342916e-11	29.2419981250837
"95739"	"PGA_scaffold36__50_contigs__length_8312113"	2408268	2408268	"+"	1.00113246564846e-16	1.14233205239032e-14	-28.7855910267472
"95868"	"PGA_scaffold36__50_contigs__length_8312113"	2495375	2495375	"+"	3.57084718540813e-15	3.07950733380411e-13	30.8820470147701
